,Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista,Afilição 1,Afilição 2,Afilição 3,Afilição 4,Afilição 5,Afilição 6,url
7,2014-03-12,CARACTERÍSTICAS EXPLICATIVAS DO NÍVEL DE DISCLOSURE VOLUNTÁRIO DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS,"O objetivo desta pesquisa foi identificar as características explicativas do nível de disclosure voluntário de municípios do Estado de Minas Gerais em seus portais eletrônicos, nível este representado pelo Índice de Disclosure Voluntário Municipal (IDV-M). As características dos entes públicos analisadas foram: gênero do gestor municipal, filiação partidária, escolaridade do(a) gestor(a) municipal, PIB per capita, receita orçamentária, população, transferências de recursos da União para os municípios, Índice de Desenvolvimento Humano Municipal (IDH-M), taxa de alfabetização, Índice Firjan de Desenvolvimento Municipal (IFDM), Índice Firjan de Gestão Fiscal (IFGF) e participação no Programa de Fiscalização de Recursos Federais a partir de sorteios públicos. A amostra da pesquisa foi composta por 130 municípios, sendo 65 considerados de pequeno porte e 65 de médio e grande portes. As evidências empíricas apontaram que os municípios da amostra, de maneira geral, apresentaram níveis baixos de divulgação de informações voluntárias, demonstrando que estes estão usufruindo, apenas de forma limitada, dos benefícios advindos de uma maior divulgação de informações. Os resultados da análise de regressão identificaram que o tamanho do ente público pode ser considerado uma característica explicativa do nível de disclosure voluntário. Adicionalmente, o IFDM também pode ser considerado um fator explicativo para o nível de divulgação de informações voluntárias, além do fato de o gestor municipal ser filiado ao PT, PMDB ou PR, em detrimento de outros partidos. Tais achados forneceram evidências de que os indicadores de natureza socioeconômica exercem maior influência no nível de disclosure voluntário do que as demais variáveis explicativas elencadas no estudo.Palavras-chave: Accountability. Municípios. Teoria da divulgação. Transparência.",Accountability. Municípios. Teoria da divulgação. Transparência.,4,Bruna Camargos Avelino,Jacqueline Veneroso Alves da Cunha,Gerlando Augusto Sampaio Franco de Lima,Romualdo Douglas Colauto,,,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,Universidade de São Paulo,Universidade Federal do Paraná,,,https://portalperiodicos.unoesc.edu.br/race/article/view/4099,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
8,2014-03-12,GOVERNANÇA CORPORATIVA EM EMPRESAS PÚBLICAS,"Este estudo teve o objetivo de investigar como traduzir a implementação de Governança Corporativa (GC) para empresas do setor público. Para isso, foi analisado o caso do Instituto de Pesquisas Tecnológicas (IPT). Este Instituto procurou, em meados de 2006-2007, implementar o código de GC do Instituto Brasileiro de Governança Corporativa (IBGC), contando com diretores que possuíam vivência e experiência no tema. Foi seguido o método da grounded theory, que se baseia em dados da realidade para adicionar conceitos às teorias existentes. Os conceitos obtidos no caso foram codificados e comparados com a literatura existente para a elaboração de proposições teóricas as quais respondam à questão de pesquisa proposta. Ao final, as proposições foram relacionadas em um modelo teórico que explica conceitos próprios da gestão de empresas públicas que facilitam a implementação de governança nesse setor específico. Os resultados sugerem que organizações públicas devem considerar, ao implementarem a GC, os seguintes aspectos: adaptação legal às normas da legislação pública; regulamentação obrigatória versus necessidades de melhoria; começar projetos de governança no início dos mandatos governamentais; clareza de objetivos; profissionalização do conselho de administração e blindagem político-partidária.Palavras-chave: Governança Corporativa. Empresa pública. Grounded theory.",Governança Corporativa. Empresa pública. Grounded theory.,4,Milton de Abreu Campanário,Sergio Nunes Muritiba,Patricia Morilha Muritiba,Henrique César Melo Ribeiro,,,"Universidade de São Paulo, Faculdade de Economia Administração e Contabilidade. Av. Prof. Luciano Gualberto, 908",Faculdades Metropolitanas Unidas,Faculdades Metropolitanas Unidas,Faculdade Maurício de Nassau,,,https://portalperiodicos.unoesc.edu.br/race/article/view/4076,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
9,2017-08-30,Is sustainability in business strategy factual or figurative?,"Abstract The collateral effects of economic activities carried out by the private sector create the need, on part of its members, for knowledge and dialogue in regards to the topic, as well as the adoption of measures that engender socio-environmental responsibility. The present work seeks to identify the indications of sustainability concern exhibited in the mission, vision, and values statements of companies listed on the Novo Mercado BM&FBovespa exchange and its relation to environmental investments investigated according to NBC T 15. The data were collected via the companies' websites and Sustainability Reports. To test the research hypotheses, we used the non-parametric test of Mann-Whitney. Among the main results highlight that the average of evidencing of the five subcategories of environmental investments is higher in companies with business strategies related to sustainability. It can be concluded that companies with sustainable strategies invest more in environmental issues, confirming one of the hypotheses of this research.Keywords: Environmental responsibility. Environmental disclosure. Environmental investment. Novo Mercado. Mission, vision and values statements.  Os efeitos colaterais das atividades econômicas exercidas pelo setor privado exigem, por parte de seus membros, conhecimento e diálogo em relação ao tema, bem como a adoção de medidas que geram a responsabilidade socioambiental. No presente trabalho buscou-se identificar indicações da preocupação com a sustentabilidade na declaração da missão, visão, valores em empresas listadas no Novo Mercado da BM&FBovespa e sua relação com os investimentos ambientais investigado de acordo com a NBC T 15. Os dados foram coletados através dos sites e dos Relatórios de Sustentabilidade. Para testar as hipóteses de pesquisa, foi utilizado o teste não paramétrico de Mann-Whitney. Entre os principais resultados, destaca-se que a média de evidenciação entre as cinco subcategorias de investimentos ambientais é maior em empresas com estratégias de negócio relacionadas com a sustentabilidade. Pode-se concluir que as empresas com estratégias sustentáveis investem mais em questões ambientais, confirmando uma das hipóteses da pesquisa.Palavras-chave: Responsabilidade socioambiental. Evidenciação socioambiental. Investimento ambiental. Novo Mercado da BM&FBovespa. Missão, visão e valores.",Responsabilidade socioambiental. Evidenciação socioambiental. Investimento ambiental. Novo Mercado da BM&FBovespa. Missão. visão e valores.,5,Monique Cristiane de Oliveira,Anastácia Rosa Portella,Suliani Rover,Denize Demarche Minatti Ferreira,José Alonso Borba,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,https://portalperiodicos.unoesc.edu.br/race/article/view/12053,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
10,2021-03-22,"Fatores contingenciais e a importância atribuída aos indicadores de desempenho: uma análise em empresas de construção civil da cidade de Recife, PE","Este trabalho teve por objetivo investigar o nível das relações estabelecidas entre fatores contingenciais de empresas pertencentes ao setor de construção civil da Cidade de Recife (PE) e a importância atribuída pelos gestores aos indicadores de desempenho classificados nas perspectivas do Balanced Scorecard (BSC). Nessa perspectiva, foi analisada a importância atribuída aos indicadores de desempenho, sob a ótica da teoria da contingência. Quanto aos procedimentos metodológicos, utilizou-se como instrumento de coleta de dados o questionário, que foi aplicado junto a gestores de 20 empresas do setor da construção civil localizadas na Cidade de Recife. Para análise dos dados coletados foi utilizado o teste não paramétrico coeficiente de correlação de Spearman, com o auxílio do software STATISTICA for Windows. A análise dos resultados evidenciou poucas relações significativas entre as características dos gestores com indicadores de desempenho, sendo a relação da variável faixa etária com o indicador desperdícios a única a alcançar magnitude forte. Também foram evidenciadas algumas relações significativas entre as características das empresas e os indicadores de desempenho, sendo as relações da variável prioridade estratégica com os indicadores (pontualidade de entrega, flexibilidade de volume operacional, entregas no prazo, satisfação dos empregados e gestão de risco) as únicas a apresentarem magnitude forte. As contribuições da pesquisa podem se realizar no campo de estimular outros pesquisadores que pretendam desenvolver estudos correlatos em outras localidades e até mesmo em outros segmentos de mercado, assim como por servirem como parâmetro para reflexão das empresas do setor pesquisado acerca do tema aqui discutido.",Indicadores de desempenho. Fatores contingenciais. Construção civil,2,Herivânio Torres Bandeira,Aldo Leonardo Cunha Callado,,,,,Ministério `Público Federal,Departamento de Finanças e Contabilidade da Universidade Federal da Paraíba,,,,,https://portalperiodicos.unoesc.edu.br/race/article/view/24552,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
11,2014-04-22,A RELAÇÃO ENTRE A DÍVIDA PÚBLICA E O DESENVOLVIMENTO SOCIOECONÔMICO DOS MUNICÍPIOS PARANAENSES: EVIDÊNCIAS PARA O PERÍODO DE 2002 A 2010,"Este artigo analisa a relação entre a dívida pública e os investimentos municipais, nas diversas funções do Governo, e a relação entre a dívida pública e o desenvolvimento econômico dos municípios paranaenses, por intermédio do indicador que representa a relação entre a Dívida Consolidada Líquida e a Receita Corrente Líquida (DCL/RCL) e o Índice Ipardes de Desenvolvimento Municipal (IPDM), para os anos de2002 a2010. Para atingir tal fim, foram construídos dois modelos econométricos, utilizando-se a métrica estatística de Dados em Painel. Quanto ao primeiro objetivo, os resultados indicam que, ao nível de 10% de significância, urbanismo, saneamento, cultura e gestão ambiental são variáveis explicativas do endividamento. No que se refere ao segundo objetivo, os resultados encontrados indicam que a DCL/RCL e o IPDM são positivamente relacionados, isto é, quanto maior o endividamento municipal maior será o valor do indicador IPDM. Nesse sentido, considerando que os indicadores de desenvolvimento socioeconômico são índices que expressam a qualidade de vida da população e o endividamento municipal, é uma importante ferramenta para atingir esse objetivo.Palavras-chave: Dívida pública. Desenvolvimento econômico. Municípios paranaenses.",Dívida pública. Desenvolvimento econômico. Municípios paranaenses.,3,Maiara de Fátima Lazarin,Gilmar Ribeiro de Mello,Fernanda Mendes Bezerra,,,,Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná,,,,https://portalperiodicos.unoesc.edu.br/race/article/view/4207,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
12,2016-10-04,CARICATURAS E ESTEREÓTIPOS DO CONTADOR: COMO A IMAGEM DO PROFISSIONAL DE CONTABILIDADE VEM SENDO VEICULADA EM UM JORNAL DE GRANDE CIRCULAÇÃO NO BRASIL?,"No contexto atual, o contador é peça fundamental no desenvolvimento das organizações e tem se destacado, sobretudo, na elaboração e controle das informações patrimoniais. No entanto, para o senso comum, essa categoria é percebida como um conjunto de profissionais limitados, sem criatividade e ligados a atividades rotineiras. Parte dessa percepção é influenciada diretamente pelos jornais de grande circulação, haja vista que, havendo notícias relacionadas à classe, estas serão publicadas pelos diversos meios de comunicação e de alguma maneira atingirão o público em geral. Porém, pouco foi discutido sobre como a imagem do profissional de contabilidade é tratada nos jornais de grande circulação no Brasil. Desse modo, este trabalho destina-se a preencher um pouco essa lacuna, trazendo uma luz sobre a disseminação da imagem do profissional de contabilidade em um jornal de grande mídia brasileira. Para tanto, foi feito um levantamento sobre os principais termos que envolvem a contabilidade, como contador, contábeis, contábil e contabilidade no banco de dados do Jornal Folha de São Paulo, durante um ano, de novembro de 2013 a novembro de 2014. A intenção foi perceber que tipo de imagem sobre o contador mais se perpetua, negativa ou positiva. Além disso, nesta pesquisa buscou-se observar quais os termos mais associados à contabilidade e ao contador; as recorrências desses resultados podem estar contribuindo para que o senso comum mantenha uma imagem distorcida da realidade da categoria contábil.Palavras-chave: Representação social. Imagem do contador. Contabilidade. Cartoons and acaccounter stereotypes: how accounting professional image comes in a newspaper being conveyed large circulation in brazil? Abstract In the current context, the accounter is a key part in the development of organizations and has been highlighted, particularly in the design and control of asset information. However, common sense, this category is perceived as a set of limited professional, uncreative and linked to routine activities. Part of this perception is influenced directly by major newspapers, given that, with news related to the class, they will be published by various media and somehow reach the general public. However, little has been discussed about the image of the accounting professional is treated in major newspapers in Brazil. Thus, this work aims to fill some of this gap, bringing a light on the spread of the accounting professional image in a large Brazilian media newspaper. Thus, a survey was done on the main terms involving accounting, as an accountant, accounting, accounting and bookkeeping in the database of the newspaper Folha de São Paulo, for a year, from November 2013 to November 2014. The intention it was to see what kind of image on the accounter longer perpetuates negative or positive. In addition, this study sought to observe that the most associated terms accounting and accounter; recurrences of these results may be contributing to the common sense keep a distorted picture of the accounting category reality.Keywords: Social representation. Accounter image. Accounting.",Representação social. Imagem do contador. Contabilidade.,2,Vinícius de Lacerda Miranda,Juliano Almeida de Faria,,,,,Universidade Estadual de Feira de Santana,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,,,,,https://portalperiodicos.unoesc.edu.br/race/article/view/9807,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
13,2014-08-21,TEORIA INSTITUCIONAL E DISCLOSURE DE SUSTENTABILIDADE: UMA INVESTIGAÇÃO NO SETOR DE ENERGIA ELÉTRICA / Disclosure and Institutional sustainability Theory: an investigation in the electricity sector,"Com base na Teoria Institucional, especificamente sob os preceitos da legitimidade e do isomorfismo, as organizações, na busca de legitimarem suas ações, adotam práticas isomórficas. O estudo teve por objetivo verificar a ocorrência de isomorfismo no disclosure de sustentabilidade nos relatórios da Global Reporting Initiative (GRI). Para tanto, foram analisados 55 relatórios de sustentabilidade de 20 empresas do setor de energia elétrica, coletados na base de dados GRI Reporting List referente ao período de 2008 a 2011. Para verificar a presença de isomorfismo no disclosure dos indicadores, dos aspectos e das dimensões de sustentabilidade, utilizou-se a Análise de Variância (Anova). Os resultados comprovam que as empresas do setor de energia elétrica adotam práticas isomórficas de sustentabilidade em todo o período analisado. A partir dos resultados, conclui-se que o setor está em consonância com as diretrizes estabelecidas pelos relatórios da GRI, na medida em que se percebe um alto nível de disclosure e a ocorrência de isomorfismo entre esses níveis para as dimensões econômica, ambiental e social.Palavras-chave: Teoria Institucional. Isomorfismo. Legitimidade. Sustentabilidade corporativa. Energia elétrica.",Teoria Institucional. Isomorfismo. Legitimidade. Sustentabilidade corporativa. Energia elétrica.,5,Paulo Henrique Nobre Parente,Ariane Firmeza Mota,Augusto Cézar de Aquino Cabral,Sandra Maria dos Santos,Isac de Freitas Brandão,,Universidade Federal do Ceará,Universidade Federal do Ceará,Universidade Federal do Ceará,Universidade Federal do Ceará,Universidade Federal do Ceará,,https://portalperiodicos.unoesc.edu.br/race/article/view/4202,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
14,2015-08-19,Análise metodológica da produção científica de contabilidade ambiental nos periódicos internacionais de contabilidade,"O objetivo do artigo é identificar o perfil metodológico da produção científica de contabilidade ambiental em periódicos internacionais de contabilidade. Utilizou-se pesquisa descritiva, documental e de cunho quantitativo. Foram analisados 35 artigos que envolvessem o tema contabilidade ambiental no período de 2000 a 2010, de 17 periódicos internacionais de contabilidade com maior fator de impacto. O estudo conclui que a maioria das publicações internacionais são estudos de casos, descritivos e quantitativos. Dennis M. Patten, com cinco publicações, duas individuais e as demais em coautoria, destacou-se como o autor com mais publicações. Palavras-chave: Contabilidade ambiental. Estudos bibliográficos. Produção científica.",Contabilidade ambiental. Estudos bibliográficos. Produção científica.,3,Daniela Di Domenico,Adilson Cordeiro,Paulo Roberto da Cunha,,,,FURB,FURB,FURB,,,,https://portalperiodicos.unoesc.edu.br/race/article/view/1974,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
15,2015-11-05,ANÁLISE DO DESEMPENHO FINANCEIRO DAS EMPRESAS DO SETOR DE ÓLEO & GÁS POR MEIO DO COMPORTAMENTO DOS FLUXOS DE CAIXA NO PERÍODO DE 2010 A 2013,"A presente pesquisa discorre sobre alguns dos indicadores obtidos por meio da demonstração dos fluxos de caixa, enfatizando os que relacionam o total do caixa gerado/consumido nas atividades operacionais. Foram selecionadas 10 companhias abertas listadas na SEC do setor de óleo & gás, que divulgam anualmente suas demonstrações no formato 20-F, nos anos 2010 a 2013. Foram escolhidas as companhias mais relevantes considerando-se seu valor de mercado. Os dados utilizados na pesquisa foram obtidos da base de dados do site PFC Energy, sendo estruturados de maneira que fosse possível analisar o comportamento dos fluxos de caixa por meio de gráficos. Mediante a análise, foi perceptível que a amostra obedeceu a padrões de crescimento e redução semelhantes em quase todas as categorias analisadas ao longo dos quatro anos, fato que não foi observado apenas em relação ao indicador de qualidade do resultado, em que nenhum padrão consistente foi encontrado. Também foi perceptível que, para a maior parte das companhias analisadas, 2011 foi o ano em que elas obtiveram os maiores lucros líquidos e, consequentemente, os maiores valores de dividendos pagos e os maiores montantes de FCO.Palavras-chave: Contabilidade financeira. Fluxo de caixa. Indicadores financeiros. Análise de quocientes. Contabilidade de petróleo e gás.",Contabilidade financeira. Fluxo de caixa. Indicadores financeiros. Análise de quocientes. Contabilidade de petróleo e gás.,3,Sophie de Souza Abrahão,Márcia da Silva Carvalho,José Augusto Veiga da Costa Marques,,,,Universidade do Estado do Rio de Janeiro,Universidade Federal do Rio de Janeiro,Universidade Federal do Rio de Janeiro,,,,https://portalperiodicos.unoesc.edu.br/race/article/view/6287,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
16,2018-12-14,Caracterizando a participação do profissional contábil no contexto da sustentabilidade empresarial,"Com a preocupação de as empresas se manterem no mercado em longo prazo, passou a ser adotada por algumas organizações uma estratégia voltada à adesão a práticas sustentáveis. Com isso, o profissional contábil pode gerar ou gerenciar informações que auxiliarão no processo de resultados voltados à sustentabilidade. Assim, nesta pesquisa buscou-se responder à seguinte questão: de que forma o profissional contábil participa dos indicadores de sustentabilidade? Diante dessa problemática, o objetivo com o trabalho foi verificar a participação do profissional contábil em aspectos associados aos indicadores de sustentabilidade em uma empresa pertencente ao setor gráfico. A sustentabilidade empresarial foi mensurada a partir do Grid de Sustentabilidade Empresarial (GSE) que integra as dimensões ambiental, econômica e social. A participação do profissional contábil foi analisada a partir de ações voltadas ao planejamento, execução, controle e tomada de decisão dos indicadores de sustentabilidade. Esta pesquisa pode ser caracterizada como descritiva, exploratória e qualitativa, adotando a estratégia de estudo de caso, e foi desenvolvida a partir da aplicação de um questionário estruturado com realização de entrevista e visita técnica com a finalidade de observar in loco as ações mencionadas. A empresa investigada apresentou um resultado classificado como Sustentabilidade Empresarial Relativa, uma vez que possui resultados positivos nas dimensões econômica e social da sustentabilidade. Observou-se, ainda, que o profissional da Contabilidade participa de 14 indicadores dos 43 definidos pelo modelo, sendo quatro da dimensão ambiental, oito da dimensão econômica e dois da dimensão social. Diante do resultado, destaca-se a participação do contador em resultados associados ao desempenho da sustentabilidade empresarial (por meio dos indicadores) na organização analisada.Palavras-chave: Contabilidade gerencial. Profissional contábil. Sustentabilidade empresarial.Characterizing the participation of the accounting professional in the context of corporate sustainabilityAbstract: With the concern of companies to remain in the market in the long term, a strategy has been adopted by some organizations aimed at adhering to sustainable practices. With this, the accounting professional can generate or manage information that will help in the process of results oriented towards sustainability. Thus, this research sought to answer the following question: How does the accounting professional participate in sustainability indicators? In view of this problem, the objective of the study was to verify the participation of the accounting professional in aspects associated to the sustainability indicators in a company belonging to the graphic sector. . Business sustainability was measured based on the Corporate Sustainability Grid (CSG) that integrates the environmental, economic and social dimensions. The participation of the accounting professional was analyzed based on actions aimed at the planning, execution, control and decision making of the sustainability indicators. This research can be characterized as descriptive, exploratory and qualitative, adopting the case study strategy, and it was developed from the application of a structured questionnaire with interviews and technical visits with the purpose of observing the mentioned actions in loco. The company investigated presented a result classified as Relative Business Sustainability, since it has positive results in the economic and social dimensions of sustainability. It was observed that the accounting professional participates in 14 indicators of the 43 defined by the model, four of the environmental dimension, eight of the economic dimension and two of the social dimension. In view of the result, the accountant's participation in results associated to the performance of corporate sustainability (through the indicators) in the analyzed organization stands out.Keywords: Management accounting. Accounting professional. Corporate sustainability.",Contabilidade gerencial. Profissional contábil. Sustentabilidade empresarial.,2,Maria Luíza Farias Diniz,Aldo Leonardo Cunha Callado,,,,,Universidade Federal da Paraíba,Departamento de Finanças e Contabilidade da Universidade Federal da Paraíba,,,,,https://portalperiodicos.unoesc.edu.br/race/article/view/17424,"Revista de Administração, Contabilidade e Economia – RACE",,,,,,,
